bb,pr,41,10.2,11.5,13,14.8,16.9,19.5,22.7
bb,pr,42,10.3,11.6,13.1,15,17.2,19.8,23
bb,pr,43,10.4,11.7,13.3,15.2,17.4,20.1,23.4
bb,pr,44,10.5,11.8,13.4,15.3,17.6,20.4,23.7
bb,pr,45,10.6,12,13.6,15.5,17.8,20.7,24.1
bb,pr,46,10.7,12.1,13.7,15.7,18.1,20.9,24.5
bb,pr,47,10.8,12.2,13.9,15.9,18.3,21.2,24.8
bb,pr,48,10.9,12.3,14,16.1,18.5,21.5,25.2
bb,pr,49,11,12.4,14.2,16.3,18.8,21.8,25.5
bb,pr,50,11.1,12.6,14.3,16.4,19,22.1,25.9
bb,pr,51,11.2,12.7,14.5,16.6,19.2,22.4,26.3
bb,pr,52,11.3,12.8,14.6,16.8,19.4,22.6,26.6
bb,pr,53,11.4,12.9,14.8,17,19.7,22.9,27
bb,pr,54,11.5,13,14.9,17.2,19.9,23.2,27.4
bb,pr,55,11.6,13.2,15.1,17.3,20.1,23.5,27.7
bb,pr,56,11.7,13.3,15.2,17.5,20.3,23.8,28.1
bb,pr,57,11.8,13.4,15.3,17.7,20.6,24.1,28.5
bb,pr,58,11.9,13.5,15.5,17.9,20.8,24.4,28.8
bb,pr,59,12,13.6,15.6,18,21,24.6,29.2
bb,pr,60,12.1,13.7,15.8,18.2,21.2,24.9,29.5
tb,pr,0,43.6,45.4,47.3,49.1,51,52.9,54.7
tb,pr,1,47.8,49.8,51.7,53.7,55.6,57.6,59.5
tb,pr,2,51,53,55,57.1,59.1,61.1,63.2
tb,pr,3,53.5,55.6,57.7,59.8,61.9,64,66.1
tb,pr,4,55.6,57.8,59.9,62.1,64.3,66.4,68.6
tb,pr,5,57.4,59.6,61.8,64,66.2,68.5,70.7
tb,pr,6,58.9,61.2,63.5,65.7,68,70.3,72.5
tb,pr,7,60.3,62.7,65,67.3,69.6,71.9,74.2
tb,pr,8,61.7,64,66.4,68.7,71.1,73.5,75.8
tb,pr,9,62.9,65.3,67.7,70.1,72.6,75,77.4
tb,pr,10,64.1,66.5,69,71.5,73.9,76.4,78.9
tb,pr,11,65.2,67.7,70.3,72.8,75.3,77.8,80.3
tb,pr,12,66.3,68.9,71.4,74,76.6,79.2,81.7
tb,pr,13,67.3,70,72.6,75.2,77.8,80.5,83.1
tb,pr,14,68.3,71,73.7,76.4,79.1,81.7,84.4
tb,pr,15,69.3,72,74.8,77.5,80.2,83,85.7
tb,pr,16,70.2,73,75.8,78.6,81.4,84.2,87
tb,pr,17,71.1,74,76.8,79.7,82.5,85.4,88.2
tb,pr,18,72,74.9,77.8,80.7,83.6,86.5,89.4
tb,pr,19,72.8,75.8,78.8,81.7,84.7,87.6,90.6
tb,pr,20,73.7,76.7,79.7,82.7,85.7,88.7,91.7
tb,pr,21,74.5,77.5,80.6,83.7,86.7,89.8,92.9
tb,pr,22,75.2,78.4,81.5,84.6,87.7,90.8,94
tb,pr,23,76,79.2,82.3,85.5,88.7,91.9,95
tb,pr,24,76.7,80,83.2,86.4,89.6,92.9,96.1
tb,pr,25,76.8,80,83.3,86.6,89.9,93.1,96.4
tb,pr,26,77.5,80.8,84.1,87.4,90.8,94.1,97.4
tb,pr,27,78.1,81.5,84.9,88.3,91.7,95,98.4
tb,pr,28,78.8,82.2,85.7,89.1,92.5,96,99.4
tb,pr,29,79.5,82.9,86.4,89.9,93.4,96.9,100.3
tb,pr,30,80.1,83.6,87.1,90.7,94.2,97.7,101.3
tb,pr,31,80.7,84.3,87.9,91.4,95,98.6,102.2
tb,pr,32,81.3,84.9,88.6,92.2,95.8,99.4,103.1
tb,pr,33,81.9,85.6,89.3,92.9,96.6,100.3,103.9
tb,pr,34,82.5,86.2,89.9,93.6,97.4,101.1,104.8
tb,pr,35,83.1,86.8,90.6,94.4,98.1,101.9,105.6
tb,pr,36,83.6,87.4,91.2,95.1,98.9,102.7,106.5
tb,pr,37,84.2,88,91.9,95.7,99.6,103.4,107.3
tb,pr,38,84.7,88.6,92.5,96.4,100.3,104.2,108.1
tb,pr,39,85.3,89.2,93.1,97.1,101,105,108.9
tb,pr,40,85.8,89.8,93.8,97.7,101.7,105.7,109.7
tb,pr,41,86.3,90.4,94.4,98.4,102.4,106.4,110.5
tb,pr,42,86.8,90.9,95,99,103.1,107.2,111.2
tb,pr,43,87.4,91.5,95.6,99.7,103.8,107.9,112
tb,pr,44,87.9,92,96.2,100.3,104.5,108.6,112.7
tb,pr,45,88.4,92.5,96.7,100.9,105.1,109.3,113.5
tb,pr,46,88.9,93.1,97.3,101.5,105.8,110,114.2
tb,pr,47,89.3,93.6,97.9,102.1,106.4,110.7,114.9
tb,pr,48,89.8,94.1,98.4,102.7,107,111.3,115.7
tb,pr,49,90.3,94.6,99,103.3,107.7,112,116.4
tb,pr,50,90.7,95.1,99.5,103.9,108.3,112.7,117.1
tb,pr,51,91.2,95.6,100.1,104.5,108.9,113.3,117.7
tb,pr,52,91.7,96.1,100.6,105,109.5,114,118.4
tb,pr,53,92.1,96.6,101.1,105.6,110.1,114.6,119.1
tb,pr,54,92.6,97.1,101.6,106.2,110.7,115.2,119.8
tb,pr,55,93,97.6,102.2,106.7,111.3,115.9,120.4
tb,pr,56,93.4,98.1,102.7,107.3,111.9,116.5,121.1
tb,pr,57,93.9,98.5,103.2,107.8,112.5,117.1,121.8
tb,pr,58,94.3,99,103.7,108.4,113,117.7,122.4
tb,pr,59,94.7,99.5,104.2,108.9,113.6,118.3,123.1
tb,pr,60,95.2,99.9,104.7,109.4,114.2,118.9,123.7
